Name,UserRating,Holds,Grade
SILVERLINE,0,J4 J5 E4 A3 C7 G10 D12 D15 H14 F18,3
DIMA EATS CHICKEN,3,A5 D4 F5 F8 I10 F12 E13 C16 D18 E18,2
OGATS,0,D5 A3 G8 B13 F18,10
GRINTLER,0,C4 B7 A8 C11 A14 E16 I18,7
TRAININGLEVEL0,0,H5 F3 E8 D14 H14 G17 K18,11
HELLS RETRIEVER,0,E4 G3 G8 D9 A12 D15 H17 I18 J18,6
CRUCIFRICTION,0,D5 G4 A8 F12 E16 H17 J18,4
JOEL THE HOLE,0,E4 H3 H8 F12 F15 A18,6
ESCAU SOFT2,2,F3 B5 D9 G13 D16 E18,5
ESCAU SOOOOFT,3,F3 B5 D9 G13 H17 K11 E18,6
PC'S DEL MONOBLOC,0,B2 D4 C6 G9 E12 G15 C15 D18,7
1 ARM BUMP,2,F5 C4 K4 I7 D11 C13 D18,11
"NOT A BOULDER, A ROCK",2,F5 K4 I8 D10 F13 C16 E18,2
SOLUTION,0,D5 A6 C12 F11 F17 G18,8
SLEEP WALKING,0,H1 D5 A3 D9 F13 H14 K17 K11 G18,8
TEARDROPS,3,D5 K5 H8 G11 F13 C15 F18,5
GODA HAVE SHOULDERS,3,G5 E5 H7 I11 C11 B12 B15 A7 C18,6
GODA MOVE THE HIP L,3,B5 E5 G9 G15 B12 C18,6
"EASY, FELLAS",2,J4 G6 I7 F8 G10 D10 E13 C16 D18,2
PROBLEMX,2,H5 F5 I8 H10 F12 C13 D15 D9 F18,2
PREHISTORIC BEAST,3,G6 J4 I8 H11 K13 I16 J18,2
COMET DUSTERS,0,A5 B6 D8 D11 F11 I13 G16 K16 J18,6
HEEL H,2,A5 F5 F12 D15 B10 H18,5
WIBBITZ,2,D2 H5 F8 D9 G10 F12 G13 D15 E16 F18,2
JUST CAUSE,2,G5 F5 E8 D9 G13 D15 F18,0
DIED ON A CROSS,0,D5 G4 E7 A8 F12 E16 H17 J18,4
CRPIM PROJ1,2,C4 B6 B9 C10 D13 H13 F16 I18,8
GODA MOVE THE HIP R,3,G5 J5 J12 E9 E15 I18,6
BABY YODA,2,F5 H8 H10 F12 F15 D15 F18,2
MIGHTY MATCHIN,2,F5 H10 K15 K18,6
SMALL CROSS,0,K4 E3 F8 A8 D12 A15 F16 H18,7
BIG LEFT,2,G6 I8 F12 C16 H18,4
FILIBUSTER SCRUGGS,3,I3 E4 C9 G10 F15 B13 F18,7
PIKKPÅKET,1,I3 E4 B4 H6 G7 D9 G13 C16 A18,2
LADDER BOI,2,A5 C4 C10 B13 C16 B18,2
WARM UP 638736,2,H5 D5 F8 J11 K15 H15 J18,2
UNORIGINAL,2,H5 E3 F8 I10 E13 J16 E18,2
MARCUS TEAM,2,H5 F5 F8 H10 C10 C13 G13 D15 F18,3
SHOULDER OF ORION,2,E4 H5 H10 J11 G13 D15 F17 F18,2
SAINT BEN,0,K6 E3 G8 G11 I14 G16 J18,7
BROKEIN,2,F5 G6 D9 E11 C13 C16 F15 H18,3
SCHNITZEL AM STIEL,2,E3 H5 F8 H10 F12 G13 C16 D18,0
BULBASOUR,2,E3 D4 D9 H10 E13 G17 F18,3
STUMPF IST TRUMPF,2,F3 D5 G10 D12 H15 F18,5
SQWORTLEL,2,K5 J6 I7 F8 G10 E13 D15 B18,4
KLIVRE 2,2,F5 F8 H10 G13 F14 C16 B18,0
NACHO Y GUILLERMO,0,F4 E8 I7 H10 F12 J13 I16 F16 H18,2
J’ACCUSE,3,B5 F3 G9 C12 H14 I18,7
WHITES&WOOD,0,H1 G3 G6 D7 D9 E11 C13 G14 D17 H18,7
ROSEMARY’S BABY,0,H3 G4 F7 B9 A13 D14 F16 F18,8
SAC DE SORRA,2,A5 E2 F8 F10 J10 J6 I14 G17 G18 E18,8
TESS,3,J3 K5 K8 K9 H14 H17 D18,5
SUCCCAAAAA,0,H5 E3 D8 I10 H12 J14 E15 F17 B18,7
KKKKK,0,F2 H1 H4 H6 K9 F11 E13 I18,2
SAULERA,3,A5 F5 D10 G13 E15 H16 G18,6
MAX FAILED,0,K6 J6 K9 G11 H14 D15 B18,6
BONG SMOKE,2,F4 H4 F7 H9 G13 D12 D16 G18,1
"BABY, IT'S COLD OUTSIDE",2,D5 F5 C10 E13 B18,1
STINES PROBLEM,2,F4 H5 I7 F8 G11 J11 H14 G14 E16 F18,2
NO CLUE 2,3,E4 H5 H10 E13 F18,2
MOSQUILICIUOS,2,D4 H5 I7 K6 K2 G2 F8 D10 B7 C14 G13 J11 F18,2
BAN NAY NAY,3,A5 F5 D9 B10 B13 E14 D18 F18,2
TRAMPOLINE MAN,2,F3 F5 C7 D1 F12 E14 C15 F18,6
THE REAL STUPID CROSS,2,E3 D4 A6 D10 H8 D15 A18,6
NUGGETS,2,A5 B4 A8 C10 E11 F12 G13 G14 H15 H17 K11 H18,2
GWAIHIR,2,D4 G8 D11 G13 E18,6
DYNO PROJ,0,F5 I7 F12 H18,5
STUPID PULLS,2,F5 A5 E2 D10 E13 C16 H18,4
THE STUPID ACROSS,2,D4 E3 H8 D10 D15 A18,6
KETCHAP,2,A5 F5 D9 G10 F12 G13 G16 F18 H18,0
WALKERZZ,0,K5 H6 J9 F10 G13 F16 C15 C8 B18,2
PINCHLESS,2,F5 D10 F13 E16 H18,3
THE BAD GUYS ARE COMING,0,E3 I3 H5 H10 D11 G16 J18,7
COMEBACK RIGHT,2,D5 H5 F8 H10 F12 G13 J13 J16 H18,2
LOW GRAVITY,2,F5 H5 E8 H10 G13 D12 D15 C16 B18,2
ALL MY FAVORITE HOLDS,2,F5 D10 I10 F13 E16 H18,3
SWING,0,F5 C10 G14 D17 H18,6
BEASTMODE,0,I3 F4 H6 F8 F13 C15 F18,5
ORYX,2,H5 F8 J11 H15 I16 H18,5
NO DYNOMIGHT,3,B3 F5 F8 I8 H10 J14 J16 J18,3
REDREDSUNZZ,2,I4 D5 A5 B10 D12 G13 H15 K16 K8 G8 J18,3
STOLEN KISSES,2,H5 F5 H10 J11 E13 C16 B18,2
ERK JUMP 4.0,2,H5 C6 A8 D10 B12 E13 I9 C18 B18,5
PAULGETSNAMINGRIGHTS,2,D5 F8 F12 C13 C16 A11 G2 B18,2
TIRED,2,A6 E3 F8 D10 E13 D18,3
MICO,0,K4 I3 F6 F10 D11 F15 E16 A4 J18,5
BIIIIIGMAAAAN!!,2,D5 A5 A3 B9 C10 B13 C16 D18,2
NOS. SUBIMOS,2,E6 F5 I8 H11 F12 G13 E15 C16 K3 D18,2
WHEELYMCWHEELFACE,2,F5 A5 A3 F4 B8 D10 C13 C16 B18,2
BEASTMODE2,0,A3 C3 C7 C10 F12 C15 F18,5
ATE,0,K2 J5 I3 I1 I7 G7 B7 E9 H10 G11 K10 F17 J18 H18,2
AUSSICHTSLOS,0,H3 B5 E9 J9 K11 J14 K17 I7 H18,8
LAYING DOWN,3,E4 H5 I8 D9 E13 C16 B18,2
MBTF12,0,B3 H5 H6 J4 K10 F12 D9 H15 J15 I18,6
PAULA'S REVENGE,2,D5 H5 I7 F8 G13 J11 J16 F18,2
4X4SET,3,F5 I5 I8 H9 F12 G13 G16 J18,3
2R,1,D6 E6 F10 D11 E14 D17 D2 K18 H18,6
THE PLAYBOOK,3,G6 G8 D11 E14 D18,8
DONDE ESTARA?,3,H5 F8 E11 E14 B13 D17 H18,3
ANNA'S PROBLEM,3,E6 I6 I7 H9 J11 G13 I16 K15 J18,2
GOOSEY JUICY LUCY,3,J5 D5 H10 E13 B18,6
JUMPYCAT V3,2,F5 A5 A3 E8 D10 E13 C16 B18,2
LA TRAVESURA,3,F5 D2 E8 F10 F13 E16 C15 C17 A11 H18,4
IN THE END,0,F2 I2 H6 D7 F10 D13 F16 E18,9
O. G. T.,2,A6 A4 D10 G13 G17 J9 J18,4
SNOWDAY,2,F5 H5 K4 K2 I8 F8 C7 H10 E13 C16 B18,2
LUCUS3,0,E2 F3 B8 A11 B14 A15 D18,6
THE GRAM,2,G3 D5 G8 G10 C13 H16 E18 F18,4
LUCUS9,0,B6 C5 H6 H9 D11 E14 B18,10
FOR ANOTHER TIME,2,A5 F5 I8 H10 G13 J13 J16 H18 J18,2
MY STYLE!,3,D6 H3 F7 E11 I10 J13 I16 K18,7
MOVIMIENTO PITUS,2,F5 H8 H10 F14 J16 J18,2
MATTHEW AND THOMAS,2,A5 C6 E7 B8 D10 F12 H14 G16 H18 F18,4
THE MOON WARRIOR,3,H1 E3 A3 A8 E7 F9 E14 B13 C17 G17 G16 J18 K18,7
TRY THIS AND LET ME KNOW.,2,A4 E3 B8 B12 D11 E14 D16 H18,5
LUCUS5,1,H6 C7 F11 G12 I15 F18,8
LUCUS8,2,C4 F7 E10 I12 H15 J18,7
TEST AMI,0,F2 B4 D9 G13 E15 F18,2
KENRICK,2,C4 B8 G8 F10 G13 F18,4
GORILLAVICH,0,J5 J3 E6 F10 A11 B14 A15 D18,6
LUCUS4,0,G6 K9 I12 I14 H17 K18,7
DONG A DING,2,D5 H5 G3 D2 D6 F8 I8 H10 J11 F12 E13 E16 C16 F18,2
"RED, WHITE, AND WOOD",2,F4 E6 H10 E13 H16 B18,3
DMRK,2,K3 G6 I8 D10 E13 C16 F3 D18,2
LUCUS7,0,I5 H9 K12 H14 G18,11
CHIA SEED BREAKFAST,0,E3 C7 D10 G12 I9 E16 H18,4
LUCUS6,2,H5 D4 F8 H10 F12 G13 F18,2
RICK ROLLED,3,D5 G4 G10 D11 E14 B16 F18,5
CHIA SEED DIET,0,E3 C7 I9 G12 E16 H18,4
REASONS FOR FORKED TONGUE,0,G4 E6 H8 F12 E14 A15 D18,4
YELLOW SWAN,2,D5 H6 E8 C10 E13 D17 F18,2
S’MORE,2,D5 G4 G10 D11 F14 H14 H17 F18,4
LUCUS1,0,H2 J3 J8 F10 I14 G18,7
NIGHTSKY,2,I4 F1 F7 I10 E12 H14 F18,8
LUCUS2,2,I3 E3 E7 B9 E13 F18,4
ONLY SCREWS,0,D5 D11 G10 I14 H17 K18,7
FRIDAY THE 13TH,2,H1 B2 D5 B9 A9 C13 F16 F18,5
カラフルロック店長オリジナル20,3,I5 F5 E9 I8 G12 H13 D15 F18,4
NAT MY PROBLEM,2,F5 A4 A11 E13 C16 H10 F8 B18,2
SUNDAY BREEZE,3,F5 F7 H10 E13 H18,2
SAIYAN SAYS SACK UP,0,F3 B2 B8 K8 G13 I18,10
CELESTE,3,C4 C7 F10 D12 B13 D16 H15 C18,5
OMNIGUL SOFT,3,H5 F8 J11 G13 H18,3
FLYING KIWIS🥝,0,D5 H5 D2 E13 B18,7
FIVE ‘CAUSE I’M FINE,0,D5 A3 D9 D13 C13 F18,6
CRAP,3,E4 F4 G6 D7 D9 H10 H13 F12 C13 F15 F18,2
FOUR ‘CAUSE I’M FURIOUS,0,G3 F3 F7 I10 G13 K1 H18,4
DEATH BY BURGER,0,H3 E4 H9 G12 K15 K18,10
HELLFIRE AND HEAVEN'S ICE,1,E3 I3 E9 A11 E14 D18,10
RED SPARE,2,H5 F6 H8 F10 G13 C16 B18,3
STANKY 17,2,H1 C2 G6 F10 D11 I15 I17 K18,8
TONTTUPOLKU,2,D4 H5 I7 J9 J11 D10 E13 C16 K2 B18,3
POINTLESS START,2,H1 F5 F10 B8 C13 F16 F18,3
MOCKINGBIRD,2,I2 E6 C8 I9 H11 K12 F13 F16 C18,9
MANO,2,F4 F7 H9 D11 D15 B18,4
YESTERDAYS MONDAY,3,C4 A6 H6 G10 C10 C15 F14 D18,3
TRUE SPRINGER,2,E4 H5 H10 D10 C16 A18,4
X-MAS,2,F6 F5 G9 E9 D10 F10 H10 I8 C8 E12 G12 F13 F15 F18,2
CROSSED,2,F5 I8 K11 G13 D15 A18,5
RESOURCE GENERATION,0,K1 H5 E8 G10 G13 B15 A10 D18,6
ELBOW BASH,3,C4 A4 C10 F12 H9 H15 H16 D18,5
MODERATELY PACED,2,B3 F4 C7 D9 H10 E13 J16 H18,2
GLÜHWEIN,0,E4 F5 F8 F12 D15 H18,2
EMERGENCY VEHICLE,2,F4 B3 D9 H10 E13 J16 H18,3
V4 PROBLEM,2,F4 C4 E8 G8 F10 G13 E16 F18,2
COMPRESSION POP,2,C4 F5 C10 E14 A16 B18,3
TACCHE?,3,D5 F10 F13 I14 H18,7
OH MY WOODNESS,0,A5 F5 G9 C9 E12 H13 H16 K10 I18,6
FUMO COCAINA E BICICLETTE,3,C4 C8 F10 F13 I14 F16 K18,8
BELLA THE RAINBOW UNICORN,2,F5 H7 I8 H9 H10 F12 G13 G16 H16 H17 E15 H18,2
FEET BUT BIGGER,0,F5 A8 E11 E13 H18,2
ASIAN JETLAG,0,A5 E6 D9 G11 F14 C17 D18,4
YELLOW CRUNCH,0,G3 J4 K8 J10 F10 C12 I13 F16 C6 B18,6
WARMUP HOLDS,2,F5 G3 F8 D8 E10 H10 H9 F12 G13 E13 D15 C16 A17 B18,2
FUN,2,I6 J5 K2 I9 F9 F12 C12 E15 H16 H18,2
ORION,0,C4 I4 E7 F8 G9 J12 H15 D13 D18,4
TWISTER,0,I5 H6 K9 F10 I12 G16 I18,6
JETLAG,2,G4 J4 I8 G11 H14 F14 F18,4
ROCK KIDS,3,A6 A5 C7 B8 D9 G10 G11 H11 H12 G13 F14 E14 E16 E18,2
MASTER SPLINTER123,0,E4 I3 A4 C6 C9 G9 E12 H13 H16 E15 C18,6
HORSE WEENY,3,K1 E3 G4 E6 G9 E11 A12 A8 C16 C18 F18,6
SICULO,0,A5 F7 F11 I14 F16 K5 G18,8
WORM,0,F2 F4 F5 F7 F10 F11 F12 F13 F14 F16 F3 F1 F18,2
WOOD AND PLASTIC,3,F5 E3 F7 H8 H10 F12 G13 G15 E15 D9 F18,2
APPLE SAUCE AND CRACKERS,2,A5 H3 F5 D9 F11 F13 F14 F18 H18,3
THE FLAKE,0,C4 E6 B8 C10 C13 G14 H18,2
THE BIG ZAG,3,A3 A5 G6 F7 I8 K11 G13 G14 D15 C13 A16 K3 A18,4
KEEP GOING LEFT,0,H6 K5 J8 F10 F11 D11 F14 B17 A18,6
KEEP GOING RIGHT,0,B6 E6 G10 D11 I14 F16 K18,6
NO NO NO,2,K3 H6 H9 C10 C13 C17 A16 B4 H18,4
TRINCA 1,2,H5 D4 D9 H10 I8 G13 E13 C16 F18,3
B BOY BLUE,2,E4 J4 H7 I8 F12 H14 G16 H18,4
DINOSAUR KILLER,2,F5 A5 B4 D1 E8 D9 E11 F12 G13 D15 F18,0
A BIT RIDICULOUS YES,0,I1 K6 H8 F7 C9 E11 A14 A16 A3 G1 D18 G18,7
RANDOMNESS,2,F4 G4 G6 G8 F10 G13 D15 F18,2
TRINCA GAIOLA,3,H5 D4 A6 D9 F13 D15 H18,2
PAJASECA 1,2,H5 F8 H10 G13 E13 C16 B18,2
NOWA 1,2,H4 H2 F8 G12 E15 H18,5
SWING AT IT AND HOPE,2,H5 D5 H10 E13 C16 F18,2
CIRCLE 3,3,G2 D4 E6 B8 E11 D12 G13 H14 J9 J18,5
SDV,2,E4 H5 F8 H10 F12 G13 E13 C16 B18,2
CIRCLE 1,0,E4 H5 E5 D8 H9 K9 K13 I12 F13 G16 D18,7
YWB,0,B6 E6 G10 D11 I14 F16 K18,6
ASESINOS NATOS,2,F5 C7 G10 F13 H15 D16 H18,3
CIRCLE 2,2,B2 F4 F5 F7 G8 I10 F12 F15 C14 A16 K4 B18,4
POKEMOON,3,H5 H9 J11 H15 J17 F18,3
PURÉ 1,2,H5 F5 F8 D10 E13 G13 G15 B6 E18 F18,2
CIRCLE,0,E4 H5 H9 K9 K13 I12 F13 G16 C18,7
PAJASECA,2,H5 F8 H10 G13 E13 C16 B18,2
NOWA 2,2,J6 G2 F10 J10 F13 D16 G18,5
MARTUTENE SESSION,2,B3 E6 D10 G12 D15 H18,4
SPACE BOUND,0,H5 F6 G10 D12 D15 A18,5
SHARMOO,0,K5 K6 I10 F11 E14 G16 E18,10
GETTING HANDSY,2,H5 F5 F8 G10 C10 E13 F18,2
SUPER AIDS,0,H4 B2 H7 J9 J14 I15 G18,7
XS WOOD,0,K3 D3 C8 C11 I11 E15 I18,12
KOMANDO AROTZ,2,H5 D4 D9 H10 G14 J16 F18,2
NORTHERN STAR,2,G6 I8 H11 G13 D15 D18,5
ZU VIELE ZÜGE,2,E3 A5 F5 F8 B8 D10 H10 G13 C13 A14 E16 D18,2
"CHOSS, NAH, I DONT KNOW",0,D1 E6 A8 E11 B15 A18,6
CODE RED,2,E3 H5 F8 J11 E13 E16 C16 E18,2
TRYHARDROUTE,2,I3 G4 G9 G10 B12 C15 D16 G18,8
DRAGGIN’,3,D4 G4 G6 I7 F12 E13 H18,4
OXYGENATED,0,D5 I5 D9 G13 G16 J18,5
EL PEQUEÑO KOALA,2,A6 A4 E8 D10 G13 D16 H18,2
IRON HEAD,2,E6 J6 F10 F11 I12 J13 G16 B8 H18,6
CRACK IN THE BACK,2,D5 F5 E8 C10 G13 E16 H18,2
WHITE AND RIGHT,2,G6 J4 I8 H10 K13 I16 H18,2
JUICE WRLD,2,K5 F5 I7 H10 J11 K15 H17 K18,2
0246810,3,D1 H5 G6 G10 G13 D12 B7 K1 F18,4
I HATE DYNOS,0,B3 F5 C7 C10 I8 E16 C16 D18,2
MANDRAKE,0,G3 A6 F7 C9 F12 C15 E18,8
THE CRAIG,0,I2 F6 I10 E12 E17 B18,8
BUY ME 3 BEERS,2,D5 H5 H10 J13 E13 E16 B18,3
BE CREATIVE,1,H5 E7 H10 E13 D15 B18,2
PEEPEES SUCCESS,2,A6 D4 A4 C2 E7 F8 D10 E13 E16 F18,0
LOS CHURROS CALIENTES,0,K1 J4 F1 D2 F8 B8 C11 G13 D15 F18,5
A LITTLE EXTRA,1,F5 A6 D9 H10 C13 E16 B18,2
WOLVERINE’S UNICORN,2,H5 F6 F8 I8 H10 E13 E16 C16 D2 B18 D18,2
EDGED OUT,2,D5 E2 H9 D11 E14 B16 F18,7
DROP IT,0,F4 B5 A8 B11 E11 G13 K11 K16 G18,7
THE SWEENEY,2,A5 F5 D9 I10 H11 J13 H15 H16 F18,2
HALF AN HOUR,2,K4 H1 F6 H8 D10 F13 E14 H18,3
HEALEY 3,2,H5 F6 F4 J2 I8 H10 G13 E13 D15 C16 D8 B18,2
STARVING SENDS,0,H4 D3 F7 D9 G13 J18,6
HEALEY 5,3,J6 J4 D5 F7 H10 D12 G14 D17 E18,4
HEALEY 2,2,H5 D3 F8 G10 G13 K13 F18,5
FIGHT THE SWING,0,K4 F6 I10 D12 G14 E17 H18,6
AGONISING,0,B2 F4 G7 D7 F10 F11 E15 F17 C18,4
A MEAN ABLE,0,I3 F2 G6 K8 I11 J13 F13 E14 B15 E17 A18,3
HEALEY 4,2,H5 I3 I8 F8 E13 G13 F18,4
ONKEL CLEMENS,0,E4 D9 A11 A14 A17 E17 F17 J18,3
UNKONVENTIONELL,0,E3 E4 G8 J11 G13 A14 B18,3
HENKELEI,0,F5 H5 I1 E1 J11 G13 J18,3
HEALEY 1,3,A6 A2 A8 E11 E14 E16 B13 H9 H18,4
DIAGONAL MS,2,J4 G4 F7 I7 H10 F12 E14 B15 C16 A18,0
"PULIRE, GRAZIE",3,I4 D3 D8 G10 B13 F16 C18,4
STONE MASONS,0,I3 E3 E8 C11 A10 A14 D18,6
NOT TO HEAVY,3,I5 F5 I8 H10 J13 I16 J2 J18 H18,2
SWITCHDIRECTION,0,F5 I10 E13 F18,2
ROBIN,2,F5 C5 F8 H9 F12 C13 E16 D18 F18,4
DARK PHOENIX,0,G6 I2 H9 D9 C13 F15 C18,7
RANDOM CLIMB,2,K4 H5 I7 F8 H10 F12 G13 E13 D15 C16 B18,2
CHA CHA CHA,2,E3 F5 D10 H10 E13 C16 B18 A18,2
DOMINATOR,0,G6 J3 I9 H9 J13 E15 C12 F18,7
MAX PROBLEM 4,0,I3 H4 G9 D11 I14 E18,7
MAX PROBLEM 5,0,E3 E2 C8 G12 H13 F16 K18,7
MAX PROBLEM 3,0,K4 F6 I9 G11 J14 I15 G18,4
BSV3 - 10DEC,2,H6 J2 K9 G10 F10 E13 G15 F18,6
TINPY,2,H5 G9 B10 F13 G14 H16 D18,7
STRANO,2,D6 G3 H9 H11 G13 D17 H18,3
HEAVY BLACK,3,J3 G6 G8 C9 G13 G16 D3 H18,3
YEAHHHHH BUDDY,2,D5 H5 H10 D9 E13 C16 F18,2
WOO CROSS YOUR LEGS,2,H5 D4 F5 K6 I8 D9 G11 K13 I16 J18,2
VIER GEWINNT 😝,0,J6 J11 E16 F18,7
DE SPRÜTZER,0,E6 G6 F12 F18,3
BLABLA,0,D6 G3 E8 A8 B12 E12 E15 H18,5
DEFEAT,0,F5 D5 I8 F12 F13 D12 D18,7
PEEPEEPOOPOO,2,I5 F4 J4 I10 H11 F8 J14 G16 J18,8
PICKLE PLUNGER,3,F5 C6 F8 D10 J10 G13 J16 H18,0
YERTLE THE TURTLE,0,F6 I6 F10 E12 D16 H15 C18,8
OKAY B00MER,2,B3 F4 F8 F13 J11 F18 H18,3
INDULGING IRRATIONALITY,0,J3 H6 J8 F10 D13 G14 B15 A8 D18,8
DECEMBER 10TH. 2019,0,B4 F1 B7 A10 C13 D16 H18,6
DECEMBER 11TH. 2019,0,D4 A4 A10 A14 A17 F8 E18,7
CROSS OVER,2,F6 I4 K6 I10 H11 K14 G16 H18,3
OPPOSITION PROPOSITION,3,G6 K5 K9 H11 J13 G16 F18 H18,3
R&R,0,K6 G4 K2 H9 H12 E14 H17 E18,5
JOGI CHALLENGE,2,H5 G6 I7 F8 H10 F12 E13 D16 H16 C10 J4 F18,2
HYUL 005,3,H5 I7 C7 A6 D10 E11 G10 B13 A15 D15 K4 K1 B18,2
GOONBOARD,0,H5 D8 D9 G13 D18,4
LIKE THE CHEESE,2,F5 C4 C8 G9 F12 F13 C16 D18,1
HYUL 006,2,H5 I7 E7 H10 G13 G14 J16 K1 J18,2
REACHY RAINBOW,2,H5 D4 B4 A3 C7 F7 D9 A11 E13 H1 F18,2
JOGI CHALLENGE 2,2,D6 E6 F7 D9 C10 G10 F12 C13 D15 A16 A6 A3 B18,2
THOR RAGNAR,0,C3 F3 E4 G7 D12 J14 G18,8
DEADLY DULL,0,K6 K3 J7 H8 F10 F11 C12 A9 B7 D17 A18,7
RED ONLY,2,F6 F9 I13 F15 E18,2
BEANIE WARS,2,F5 H5 K4 I8 H10 J11 I13 G13 E13 E16 D2 F18 H18,2
JOGI CHALLENGE 1,2,D5 F5 F8 D9 D11 G10 G13 C14 C16 A3 B18,2
PLANEVSTANKVSSUBMARINE,0,K5 G6 K9 H11 B11 F15 G16 E17 J14 B18,8
THE ANIMAL PAD,0,H2 K5 I7 C9 D11 F13 C15 F18,2
TWIST AND SHOUT,2,B2 G6 D9 C13 D17 B4 F18,5
CHEESE WIZZ,2,B2 A5 C7 G10 H11 J13 I16 H18,5
COLOR BLIND,0,G6 I5 J2 G8 D9 A9 B10 B13 B16 A4 D18,6
LET IT GO,0,D6 E2 E11 A9 C15 F18 H18,6
PEG LEGG,2,F6 H5 J5 I8 H8 H10 J11 F12 G13 G15 D15 F18,2
IRON MAN,2,F4 D5 G10 H11 K13 K15 H18,4
RISE AGAINST,0,B4 B6 F7 D11 H14 H18,8
MIDDLE KETTLE HOPS,2,F5 H10 G13 C16 B18,2
FOR GUILLAUME,0,H6 F10 F14 C18,7
FRESH CUT LAWN,0,J5 I6 D6 D8 A9 C12 F11 I14 F16 C2 I18,4
DIZZY ON THE COMEDOWN,3,K5 G6 H9 K11 H14 H15 F16 E14 K1 D18,7
CIGARETTE DAYDREAM,1,D2 G4 E6 B8 C10 E11 F13 H14 G16 H8 A3 E18,2
BALL BUSTER 69,3,E4 D5 F7 E8 I8 I10 F12 J15 F18,2
VARIANTE,0,I5 E6 G10 F12 G13 F18,5
WOOPY DOOPY,2,G6 C4 D9 G10 D12 E14 D16 H18,4
CHESS,2,A5 F3 J4 I8 H9 H11 K13 K15 C7 H18,2
EASY HOO,0,A5 D6 A8 B13 F18,4
BURLS 25,0,H3 E4 I8 D12 A14 A18,6
JV S2S 1,0,C4 C7 E11 D13 G14 G16 K18,6
UNDER THE RAIN,1,H5 D4 D10 G11 G13 K13 G8 H18,4
VINTER I GRENLAND 1,2,E3 H5 F8 I10 J11 E13 C16 B18,3
140CENTZZ,3,H3 A5 A4 F5 D7 D10 A10 E13 J16 J18,2
BRUMMINATOR,2,F5 G8 D9 E11 E14 B13 D17 H18,2
BALLERN & BLOCKIEREN,2,F5 J6 I8 H10 G13 H16 D15 J3 H18,2
FEEL THE WIND,2,J6 F8 A8 C13 E16 H10 B18,4
PRACTICIAN,2,C4 H5 F8 B7 D11 F13 C15 C16 A18,2
WHO KNOWS,3,F5 H5 H10 F13 E16 B18,4
TOOTHY RH,0,D5 G3 F8 E8 H10 G13 J18 H18,2
4X4 CROSSOVER,2,E3 H5 F8 E13 F18,3
NO MORE CRY,2,F4 F7 I10 G13 D12 D15 B15 B18,2
FIRST TRY,2,F5 B2 A8 D10 A14 D16 B18,1
WHY WOULD,2,J3 E4 I7 G10 D10 G13 G16 J18,4
NOT BAD AYE,3,F5 I7 H10 K13 I16 J18,4
HIP CYCLONE,2,F4 D2 E8 D11 E14 I10 D18,6
BODYSNAP ALT SIM,0,H6 K3 I8 G10 F10 C13 F15 D18,4
EASY BEAR NO.3,2,F4 D5 A6 A9 C10 D10 F8 E13 C14 C16 D1 B18,2
DEAD FINGERS,2,H5 K4 F8 F13 I15 J11 E18,6
START LIKE BEN,0,D5 I8 F12 E14 F18,4
"NEW PLANS, OLD FRIENDS",0,H5 J4 B8 E11 E12 H12 H15 H18,7
NICEEE,2,I4 E3 G6 I8 F9 E11 C10 B13 C16 A6 D18,2
BEGINNER V1,2,F6 H5 D4 E3 F8 F9 D10 E13 A14 C16 A6 B18,0
ONE TWO FLIP,2,F3 E6 C2 G10 G13 I14 J18,6
BREEZE IN THE TREES,2,E3 G5 H8 D10 E14 D16 H18,4
HYUL 004,2,F5 B3 J4 F8 G10 D11 C13 E14 C16 F17 F18,2
GRIPPYFEET,2,H6 C4 B7 C11 F10 J10 F13 E14 G16 H16 J18,6
STUCK IN A MAZE,2,B4 A5 E8 D11 G13 D15 F18,4
RISIBLES AMOURS,3,F4 B9 F13 F14 D18,5
DONT DRINK THE DAIRY,0,E6 A1 E5 A9 A12 C11 E15 G14 F18,8
LEGEN-DAIRY,2,F5 D2 D9 F13 D17 H18,5
JUKKA'S PERSONAL PROBLEM,3,E3 I3 E8 B9 B13 E14 E16 J16 J18,6
GOING BAD,2,F4 E6 H10 G13 D12 C16 D18,3
BRUK ONEZ 2.0,2,I1 K4 H6 J11 G13 I16 K17 K18,8
MAÎTRES ET COMPLICES,3,E4 F3 C8 B12 G12 G16 K18,7
OK BOOMER,0,G6 H1 K6 J7 H11 K14 I18,8
JO 5,0,F6 B4 B8 A11 F10 G13 E14 J16 K8 E18,6
JO 5.,0,F6 B4 B8 A11 F10 G13 E14 J16 K8 J18,6
SUUS,2,J4 I5 I8 H10 F12 D12 B15 C16 A8 E6 F2 G1 B18,5
MINIATURE MICK,2,F5 J7 H10 K13 I16 H18,2
L’APPEL DE LA FORÊT,2,D4 I3 F8 G11 J11 K14 J16 J18,1
CLIPCLOP,2,H5 D2 F8 F9 D10 E13 C16 B18,2
1 WEITER,0,G2 G9 E11 C13 G13 F16 C7 J18,6
UPJOY WEIßES GEDÖNS,0,I5 J4 G6 E6 E8 B8 C10 A11 B14 A16 D17 G17 B4 H18,4
UPJOY DESIGN OF TIME,0,J6 K8 K9 K11 H11 F12 D12 B13 D18,6
TENDRE EST LA NUIT,3,E4 F3 H9 I12 J15 I18,8
